# summary of local and remote events executed
# LP, local, remote, total
"43957", 542, 1785, 2327
"58466", 536, 1508, 2044
"37570", 1, 0, 1
"53640", 498, 1647, 2145
"59331", 555, 1906, 2461
"2806", 1, 0, 1
"17621", 1, 0, 1
"19073", 1, 2, 3
"52021", 1, 0, 1
"2073", 1, 0, 1
"6887", 1, 3, 4
"15310", 420, 1147, 1567
"18015", 1, 6, 7
"34643", 501, 1630, 2131
"6750", 1, 7, 8
"7951", 444744, 1900, 446644
"61415", 559, 1804, 2363
"18175", 1, 0, 1
"9430", 1, 0, 1
"29658", 534, 1628, 2162
"26850", 1, 0, 1
"2672", 1, 0, 1
"2436", 608, 2142, 2750
"33233", 489, 1388, 1877
"41008", 538, 1471, 2009
"18788", 441, 1298, 1739
"35034", 1, 0, 1
"41344", 505, 1603, 2108
"25089", 576, 1745, 2321
"23805", 1, 3, 4
"54362", 535, 1478, 2013
"12761", 599, 1792, 2391
"48385", 1, 0, 1
"11011", 1, 2, 3
"62635", 1, 7, 8
"28503", 464, 1437, 1901
"18995", 1, 6, 7
"46245", 1, 0, 1
"25986", 427, 1259, 1686
"63964", 529, 1738, 2267
"58170", 1, 11, 12
"22817", 1, 14, 15
"10019", 364, 997, 1361
"38395", 538, 1531, 2069
"14543", 1, 1, 2
"63802", 1, 21, 22
"25669", 1, 3, 4
"4169", 1, 2, 3
"49616", 472, 1400, 1872
"61301", 1, 0, 1
"417", 518, 1554, 2072
"65535", 542, 1625, 2167
"59315", 546, 1893, 2439
"37537", 1, 0, 1
"21689", 1, 0, 1
"14332", 651, 2258, 2909
"54266", 486, 1392, 1878
"31035", 1, 198, 199
"26467", 498, 1609, 2107
"30219", 567, 1632, 2199
"54577", 1, 2, 3
"23582", 508, 1480, 1988
"35102", 1, 55, 56
"57007", 1, 7, 8
"64755", 1, 11, 12
"32031", 1, 0, 1
"62874", 411, 1228, 1639
"48045", 486, 1435, 1921
"26842", 1, 22, 23
"28403", 1, 0, 1
"19702", 1, 0, 1
"24047", 578, 1707, 2285
"5482", 498, 1499, 1997
"64910", 488, 1621, 2109
"6676", 1, 0, 1
"57376", 485, 1320, 1805
"13952", 1, 4, 5
"58528", 1, 0, 1
"63766", 1, 3, 4
"26067", 465, 1327, 1792
"18119", 1, 0, 1
"36791", 486, 1516, 2002
"5514", 510, 1527, 2037
"37042", 1, 6, 7
"11606", 566, 1986, 2552
"6973", 540, 1958, 2498
"717", 1, 1, 2
"33313", 522, 1466, 1988
"19617", 1, 0, 1
"63083", 506, 1392, 1898
"57857", 514, 1594, 2108
"48897", 1, 3, 4
"57175", 1, 0, 1
"55533", 1, 0, 1
"47814", 1, 8, 9
"35349", 523, 1498, 2021
"25938", 409, 1223, 1632
"29446", 1, 76, 77
"12988", 1, 0, 1
"20856", 428, 1207, 1635
"10196", 426, 1099, 1525
"23678", 1, 7, 8
"22315", 373704, 1595, 375299
"29000", 377, 1062, 1439
"17794", 535, 1706, 2241
"12029", 1, 0, 1
"10359", 1, 14, 15
"26718", 1, 7, 8
"26580", 567, 1782, 2349
"32239", 615, 1994, 2609
"48093", 513, 1473, 1986
"5290", 1, 7, 8
"16937", 1, 0, 1
"40213", 1, 36, 37
"21401", 591, 2061, 2652
"60325", 431, 1232, 1663
"20840", 418, 1198, 1616
"48418", 1, 0, 1
"6140", 613, 1943, 2556
"33078", 1, 2, 3
"15403", 1, 0, 1
"40527", 1, 0, 1
"20573", 1, 4, 5
"37930", 622, 2021, 2643
"23373", 415, 1311, 1726
"64013", 556, 1806, 2362
"15063", 1, 0, 1
"18707", 1, 11, 12
"45593", 532, 1543, 2075
"5979", 523, 1734, 2257
"35862", 526, 1491, 2017
"6311", 1, 11, 12
"34723", 552, 1722, 2274
"50410", 1, 17, 18
"11045", 443, 1444, 1887
"5144", 1, 0, 1
"52352", 1, 0, 1
"31865", 1, 11, 12
"40944", 504, 1417, 1921
"50787", 1, 0, 1
"31977", 1, 3, 4
"39885", 432, 1254, 1686
"27109", 505, 1392, 1897
"30873", 1, 1, 2
"21612", 1, 1, 2
"27811", 1, 6, 7
"30571", 507, 1751, 2258
"56468", 1, 1, 2
"30959", 1, 13, 14
"56479", 1, 0, 1
"29048", 388, 1086, 1474
"14732", 547, 1729, 2276
"18965", 521, 1434, 1955
"5870", 1, 7, 8
"63346", 1, 0, 1
"38250", 459, 1384, 1843
"449", 536, 1595, 2131
"36759", 472, 1487, 1959
"61015", 569, 1670, 2239
"6895", 1, 49, 50
"16304", 484, 1466, 1950
"55756", 445, 1309, 1754
"28167", 527, 1463, 1990
"49307", 1, 0, 1
"43", 1, 11, 12
"41620", 1, 6, 7
"21818", 434, 1358, 1792
"7930", 1, 0, 1
"20682", 1, 1, 2
"38892", 494, 1419, 1913
"64337", 1, 31, 32
"22956", 520, 1477, 1997
"48794", 1, 2, 3
"59428", 615, 2068, 2683
"48883", 1, 0, 1
"62", 1, 0, 1
"38204", 1, 0, 1
"31904", 1, 12, 13
"23902", 506, 1552, 2058
"47275", 1, 13, 14
"51418", 1, 3, 4
"56237", 515, 1643, 2158
"32393", 1, 8, 9
"14139", 532, 1953, 2485
"50771", 508, 1339, 1847
"23691", 1, 7, 8
"59764", 395750, 1692, 397442
"3446", 494, 1545, 2039
"50210", 600, 1959, 2559
"41376", 526, 1648, 2174
"58593", 1, 3, 4
"22924", 504, 1447, 1951
"3734", 1, 4, 5
"6637", 609, 1962, 2571
"24063", 590, 1725, 2315
"8609", 610, 2019, 2629
"49492", 1, 1, 2
"31540", 1, 0, 1
"65423", 484, 1474, 1958
"1601", 1, 4, 5
"37525", 1, 3, 4
"12216", 595, 2008, 2603
"26547", 553, 1736, 2289
"4666", 1, 8, 9
"40960", 515, 1429, 1944
"20550", 1, 0, 1
"62127", 1, 0, 1
"54953", 1, 0, 1
"11514", 1, 0, 1
"61864", 516, 1780, 2296
"41360", 516, 1627, 2143
"37541", 1, 0, 1
"8962", 1, 233, 234
"43893", 498, 1708, 2206
"33554", 1, 2, 3
"28551", 484, 1481, 1965
"44171", 1, 0, 1
"4969", 475, 1413, 1888
"9218", 626, 1993, 2619
"23627", 1, 4, 5
"31548", 1, 0, 1
"32768", 505, 1417, 1922
"465", 549, 1609, 2158
"43973", 551, 1812, 2363
"62687", 1, 0, 1
"6227", 1, 0, 1
"30539", 488, 1699, 2187
"38060", 1, 11, 12
"22540", 545, 1560, 2105
"42466", 590, 2057, 2647
"59412", 606, 2035, 2641
"14748", 551, 1752, 2303
"63731", 1, 18, 19
"10910", 1, 0, 1
"3292", 1, 2, 3
"28648", 534, 1584, 2118
"36500", 1, 6, 7
"47003", 508, 1570, 2078
"4173", 1, 6, 7
"1762", 1, 0, 1
"18631", 1, 2, 3
"43909", 520, 1724, 2244
"2118", 1, 1, 2
"45993", 541, 1754, 2295
"59652", 1, 3, 4
"64217", 1, 7, 8
"60309", 423, 1220, 1643
"20359", 575, 2076, 2651
"3142", 1, 5, 6
"15593", 1, 0, 1
"13290", 622, 1999, 2621
"57601", 1, 4, 5
"34900", 1, 0, 1
"42851", 381, 1133, 1514
"30980", 1, 0, 1
"23681", 1, 13, 14
"65135", 621, 1916, 2537
"39950", 457, 1298, 1755
"46025", 563, 1804, 2367
"32736", 490, 1391, 1881
"11157", 500, 1563, 2063
"23734", 1, 0, 1
"15871", 654, 2327, 2981
"32481", 1, 4, 5
"21946", 501, 1498, 1999
"64297", 1, 0, 1
"27945", 1, 0, 1
"37882", 590, 1955, 2545
"43925", 524, 1743, 2267
"30010", 398568, 1673, 400241
"52149", 515, 1654, 2169
"33697", 485, 1474, 1959
"11898", 1, 4, 5
"34443", 1, 5, 6
"18621", 1, 0, 1
"52008", 1, 0, 1
"42370", 532, 1898, 2430
"56112", 1, 0, 1
"37522", 1, 0, 1
"19692", 1, 0, 1
"53092", 1, 0, 1
"16704", 409, 1185, 1594
"56993", 1, 0, 1
"4569", 528, 1559, 2087
"25922", 402, 1211, 1613
"40731", 1, 0, 1
"25896", 1, 0, 1
"34885", 1, 3, 4
"53336", 530, 1536, 2066
"7429", 1, 0, 1
"3462", 498, 1560, 2058
"10709", 563, 1798, 2361
"29609", 508, 1571, 2079
"48639", 541, 1613, 2154
"6819", 1, 0, 1
"12280", 633, 2090, 2723
"9475", 1, 0, 1
"13258", 597, 1956, 2553
"18172", 1, 0, 1
"17329", 484, 1340, 1824
"46789", 1, 0, 1
"23437", 442, 1366, 1808
"52329", 1, 0, 1
"12616", 508, 1611, 2119
"20343", 566, 2044, 2610
"43176", 1, 2, 3
"26628", 593, 1852, 2445
"29767", 1, 1, 2
"49368", 1, 0, 1
"5725", 1, 0, 1
"30324", 1, 2, 3
"45335", 1, 1, 2
"49520", 430, 1325, 1755
"1643", 1, 6, 7
"36091", 1, 0, 1
"20295", 535, 1974, 2509
"11314", 1, 0, 1
"60470", 498, 1349, 1847
"42434", 575, 1999, 2574
"384", 500, 1526, 2026
"15510", 1, 5, 6
"4274", 1, 0, 1
"30683", 571, 1898, 2469
"31909", 1, 1, 2
"24592", 609, 1834, 2443
"14861", 613, 1902, 2515
"5", 1, 2, 3
"48655", 553, 1630, 2183
"10907", 1, 9, 10
"35284", 495, 1440, 1935
"30438", 1, 1, 2
"22876", 477, 1398, 1875
"57120", 1, 0, 1
"31245", 539, 1498, 2037
"59662", 1, 0, 1
"229", 1, 2, 3
"5995", 532, 1758, 2290
"30026", 467, 1446, 1913
"30603", 526, 1792, 2318
"44191", 1, 8, 9
"15049", 1, 5, 6
"45308", 1, 1, 2
"59109", 1, 8, 9
"25073", 566, 1726, 2292
"54565", 1, 12, 13
"11141", 497, 1540, 2037
"60405", 469, 1295, 1764
"27398", 1, 42, 43
"64147", 1, 3, 4
"21103", 1, 0, 1
"34659", 513, 1652, 2165
"42482", 602, 2080, 2682
"4585", 538, 1572, 2110
"64109", 609, 1933, 2542
"56961", 1, 0, 1
"40762", 1, 0, 1
"4537", 516, 1528, 2044
"42188", 1, 3, 4
"14171", 548, 2011, 2559
"38623", 1, 0, 1
"52213", 552, 1740, 2292
"23819", 1, 0, 1
"34162", 443, 1358, 1801
"43855", 1, 13, 14
"64077", 588, 1894, 2482
"36948", 1, 4, 5
"26435", 483, 1574, 2057
"44280", 1, 3, 4
"11497", 1, 22, 23
"27757", 1, 6, 7
"57392", 496, 1335, 1831
"10115", 397, 1056, 1453
"36262", 586, 2149, 2735
"63483", 450, 1311, 1761
"63209", 1, 0, 1
"10163", 414, 1082, 1496
"29577", 491, 1537, 2028
"41561", 1, 3, 4
"60502", 515, 1379, 1894
"3062", 481, 1193, 1674
"12394", 1, 0, 1
"20195", 1, 2, 3
"20546", 1, 5, 6
"46363", 1, 15, 16
"59122", 1, 0, 1
"60967", 539, 1608, 2147
"35172", 445, 1329, 1774
"47360", 1, 0, 1
"15526", 1, 3, 4
"62393", 532, 1766, 2298
"36166", 566459, 2445, 568904
"56134", 1, 1, 2
"55540", 1, 1, 2
"9121", 576, 1859, 2435
"60838", 471, 1455, 1926
"12777", 602, 1810, 2412
"32978", 1, 8, 9
"38690", 1, 0, 1
"61759", 1, 0, 1
"48494", 464, 1456, 1920
"48932", 1, 2, 3
"37385", 572, 1615, 2187
"368", 497, 1509, 2006
"17313", 476, 1318, 1794
"29064", 403, 1103, 1506
"44370", 1, 1, 2
"26727", 1, 0, 1
"12809", 625, 1852, 2477
"45903", 1, 0, 1
"4199", 1, 0, 1
"13991", 1, 0, 1
"18719", 1, 0, 1
"26788", 1, 0, 1
"17281", 461, 1298, 1759
"49536", 436, 1331, 1767
"47164", 601, 1756, 2357
"51", 1, 9, 10
"44551", 612, 1975, 2587
"53947", 1, 0, 1
"54479", 1, 1, 2
"13988", 1, 3, 4
"46490", 395, 1119, 1514
"65340", 1, 3, 4
"40992", 533, 1460, 1993
"36310", 622, 2242, 2864
"60045", 1, 1, 2
"52117", 496, 1621, 2117
"34963", 1, 0, 1
"22844", 455, 1364, 1819
"6352", 1, 1, 2
"3494", 515, 1595, 2110
"33794", 530, 1565, 2095
"45842", 1, 1, 2
"36807", 497, 1531, 2028
"35765", 476, 1398, 1874
"30854", 1, 6, 7
"36246", 576, 2120, 2696
"40737", 1, 14, 15
"48399", 1, 0, 1
"43247", 1, 2, 3
"60005", 574, 1672, 2246
"46971", 493, 1534, 2027
"22798", 1, 1, 2
"26002", 436, 1272, 1708
"33464", 1, 7, 8
"53481", 1, 9, 10
"481", 555, 1624, 2179
"14026", 1, 0, 1
"56114", 1, 33, 34
"18388", 536, 1528, 2064
"8787", 1, 0, 1
"27303", 1, 10, 11
"53159", 447, 1384, 1831
"51765", 550, 1565, 2115
"61145", 1, 6, 7
"34373", 1, 0, 1
"49648", 480, 1416, 1896
"53405", 1, 1, 2
"55340", 501, 1335, 1836
"64397", 418, 1261, 1679
"29144", 433, 1152, 1585
"16576", 1, 0, 1
"11590", 554, 1960, 2514
"8592", 597, 1999, 2596
"38330", 502, 1462, 1964
"61228", 1, 0, 1
"51636", 485, 1438, 1923
"16582", 1, 1, 2
"35965", 1, 1, 2
"14557", 1, 1, 2
"19599", 1, 6, 7
"13626", 446, 1342, 1788
"36775", 481, 1503, 1984
"37577", 1, 0, 1
"34355", 542, 1532, 2074
"20011", 1, 0, 1
"16109", 1, 0, 1
"33881", 1, 4, 5
"51393", 1, 1, 2
"48703", 575, 1682, 2257
"35829", 506, 1455, 1961
"16368", 505, 1519, 2024
"21279", 1, 6, 7
"16442", 1, 1, 2
"32023", 1, 0, 1
"28373", 1, 11, 12
"14684", 514, 1663, 2177
"61816", 484608, 2076, 486684
"11221", 535, 1641, 2176
"6160", 1, 0, 1
"54778", 515, 1603, 2118
"1298", 518, 1771, 2289
"35300", 498, 1454, 1952
"53223", 482, 1442, 1924
"64306", 1, 0, 1
"30417", 1, 2, 3
"37588", 1, 0, 1
"62890", 422, 1241, 1663
"63467", 445, 1300, 1745
"33004", 1, 17, 18
"35236", 476, 1394, 1870
"63702", 1, 3, 4
"44967", 515, 1659, 2174
"35093", 1, 0, 1
"47745", 1, 0, 1
"25121", 597, 1785, 2382
"42722", 1, 4, 5
"33810", 537, 1579, 2116
"58914", 532, 1532, 2064
"27211", 1, 0, 1
"9522", 496, 1557, 2053
"30956", 1, 17, 18
"64296", 1, 0, 1
"22092", 1, 0, 1
"45275", 1, 2, 3
"5578", 541, 1583, 2124
"35797", 488, 1436, 1924
"17996", 1, 0, 1
"29561", 477, 1516, 1993
"18339", 515, 1476, 1991
"54904", 1, 2, 3
"23700", 1, 7, 8
"32853", 1, 0, 1
"58241", 427, 1306, 1733
"48125", 523, 1505, 2028
"15640", 1, 0, 1
"57036", 1, 0, 1
"24817", 1, 0, 1
"31132", 476, 1403, 1879
"49256", 1, 0, 1
"6249", 1, 1, 2
"13129", 524, 1795, 2319
"54843", 547, 1667, 2214
"65070", 584, 1837, 2421
"25326", 1, 3, 4
"63278", 1, 13, 14
"60518", 518, 1393, 1911
"2420", 595, 2112, 2707
"41777", 1, 31, 32
"29529", 465, 1488, 1953
"62986", 464, 1326, 1790
"55852", 502, 1396, 1898
"47019", 520, 1588, 2108
"3221", 1, 17, 18
"39586", 1, 0, 1
"38632", 1, 0, 1
"21417", 601, 2092, 2693
"38443", 562, 1570, 2132
"37542", 1, 0, 1
"31320", 1, 1, 2
"32565", 1, 2, 3
"6476", 524, 1746, 2270
"11809", 1, 2, 3
"30876", 1, 0, 1
"13097", 506, 1751, 2257
"20678", 1, 0, 1
"13546", 1, 1, 2
"50177", 579, 1915, 2494
"11125", 488, 1531, 2019
"43396", 508, 1643, 2151
"32271", 631, 2046, 2677
"9153", 594, 1915, 2509
"16668", 1, 6, 7
"8705", 669, 2171, 2840
"6172", 1, 0, 1
"26920", 1, 2, 3
"2757", 1, 6, 7
"33745", 509, 1524, 2033
"65086", 593, 1857, 2450
"5370", 1, 0, 1
"54233", 468, 1361, 1829
"28289", 1, 1, 2
"36198", 546, 2043, 2589
"57712", 404522, 1709, 406231
"29433", 1, 0, 1
"27525", 483, 1500, 1983
"14235", 587, 2109, 2696
"41111", 1, 3, 4
"51268", 591, 1723, 2314
"23784", 1, 21, 22
"51422", 1, 10, 11
"13071", 1, 1, 2
"37769", 522, 1772, 2294
"43102", 1, 0, 1
"48341", 1, 2, 3
"13476", 1, 12, 13
"33617", 444, 1397, 1841
"62695", 1, 0, 1
"21465", 629, 2159, 2788
"2004", 458, 1195, 1653
"62570", 638, 2022, 2660
"48744", 1, 4, 5
"11492", 1, 0, 1
"1426", 599, 1960, 2559
"22076", 1, 8, 9
"52509", 1, 0, 1
"35332", 516, 1487, 2003
"49802", 1, 4, 5
"58646", 1, 8, 9
"60373", 455, 1272, 1727
"41456", 574, 1754, 2328
"35733", 458, 1371, 1829
"15434", 1, 0, 1
"25441", 426, 1279, 1705
"62089", 1, 3, 4
"47336", 1, 0, 1
"4905", 439, 1339, 1778
"42034", 580, 1767, 2347
"36631", 1, 0, 1
"43476", 557, 1740, 2297
"7791", 1, 16, 17
"36743", 466, 1469, 1935
"38510", 1, 5, 6
"31338", 1, 1, 2
"34803", 597, 1809, 2406
"38553", 1, 5, 6
"2324", 532, 1952, 2484
"60066", 1, 4, 5
"15342", 428, 1165, 1593
"37433", 595, 1668, 2263
"35989", 1, 4, 5
"52879", 1, 5, 6
"18023", 1, 2, 3
"44518", 595, 1933, 2528
"12368", 1, 3, 4
"50990", 1, 0, 1
"52911", 1, 0, 1
"25784", 1, 1, 2
"8031", 518, 1676, 2194
"16613", 1, 17, 18
"44470", 565, 1868, 2433
"29657", 532, 1627, 2159
"14668", 507, 1646, 2153
"53320", 523, 1523, 2046
"35915", 1, 6, 7
"48077", 500, 1458, 1958
"6957", 524, 1930, 2454
"20455", 640, 2236, 2876
"37552", 1, 5, 6
"42705", 1, 15, 16
"33216", 482, 1378, 1860
"36342", 640, 2293, 2933
"43185", 1, 6, 7
"12437", 1, 6, 7
"23341", 354994, 1489, 356483
"35123", 1, 0, 1
"29192", 444, 1173, 1617
"48719", 583, 1699, 2282
"1752", 1, 0, 1
"26230", 1, 0, 1
"23199", 1, 5, 6
"43639", 1, 2, 3
"43860", 1, 0, 1
"45416", 445, 1357, 1802
"44005", 568, 1852, 2420
"21658", 1, 2, 3
"58059", 1, 1, 2
"17762", 513, 1665, 2178
"53688", 525, 1697, 2222
"59924", 534, 1573, 2107
"64829", 1, 0, 1
"352", 488, 1498, 1986
"65400", 1, 1, 2
"8143", 578, 1819, 2397
"38639", 1, 0, 1
"34339", 540, 1525, 2065
"27493", 470, 1466, 1936
"232", 1, 0, 1
"52694", 481, 1371, 1852
"63231", 1, 0, 1
"47997", 459, 1389, 1848
"46089", 599, 1882, 2481
"15908", 1, 2, 3
"57618", 1, 0, 1
"8456", 1, 7, 8
"49232", 532, 1481, 2013
"52790", 523, 1459, 1982
"10503", 1, 4, 5
"34510", 1, 3, 4
"38346", 507, 1476, 1983
"60610", 1, 5, 6
"46308", 1, 3, 4
"31906", 1, 13, 14
"52085", 477, 1584, 2061
"14700", 526, 1684, 2210
"30587", 519, 1768, 2287
"7408", 1, 7, 8
"57584", 1, 2, 3
"14251", 600, 2137, 2737
"22210", 1, 10, 11
"51461", 1, 0, 1
"37513", 1, 11, 12
"26611", 585, 1824, 2409
"45251", 1, 0, 1
"11907", 1, 0, 1
"51652", 493, 1451, 1944
"25105", 581, 1763, 2344
"25863", 1, 0, 1
"63123", 1, 2, 3
"54297", 499, 1420, 1919
"44422", 542, 1807, 2349
"58257", 434, 1321, 1755
"27557", 498, 1532, 2030
"43163", 1, 0, 1
"21623", 1, 0, 1
"59522", 1, 0, 1
"1700", 1, 6, 7
"17393", 516, 1398, 1914
"27461", 447, 1423, 1870
"46041", 570, 1826, 2396
"46506", 404, 1126, 1530
"62160", 1, 7, 8
"51797", 566, 1589, 2155
"47965", 378084, 1599, 379683
"4685", 1, 5, 6
"31414", 1, 12, 13
"36069", 1, 0, 1
"25843", 1, 1, 2
"15943", 1, 3, 4
"31100", 472, 1377, 1849
"32994", 1, 3, 4
"15480", 1, 1, 2
"10195", 423, 1099, 1522
"6059", 566, 1841, 2407
"50161", 577, 1899, 2476
"54388", 1, 10, 11
"35948", 1, 1, 2
"14796", 582, 1812, 2394
"55372", 517, 1365, 1882
"32437", 1, 16, 17
"23339", 1, 0, 1
"5759", 1, 0, 1
"35188", 455, 1350, 1805
"42354", 521, 1871, 2392
"25213", 1, 1, 2
"37817", 546, 1855, 2401
"44903", 483, 1591, 2074
"60357", 451, 1261, 1712
"44069", 607, 1939, 2546
"42418", 558, 1977, 2535
"51684", 509, 1480, 1989
"7906", 1, 21, 22
"6220", 1, 6, 7
"6901", 1, 0, 1
"722", 1, 0, 1
"65567", 557, 1655, 2212
"48752", 1, 0, 1
"61156", 1, 1, 2
"14398", 1, 5, 6
"13371", 1, 0, 1
"42514", 626, 2133, 2759
"31012", 1, 0, 1
"11398", 1, 0, 1
"4072", 512, 1385, 1897
"6919", 1, 3, 4
"7", 1, 0, 1
"12632", 516, 1631, 2147
"59427", 616, 2064, 2680
"1523", 655, 2104, 2759
"32719", 481, 1381, 1862
"40759", 1, 1, 2
"31930", 1, 8, 9
"25409", 413, 1246, 1659
"18772", 433, 1283, 1716
"20888", 444, 1235, 1679
"50610", 436, 1217, 1653
"32607", 429, 1293, 1722
"30972", 1, 1, 2
"9698", 606, 1782, 2388
"10930", 1, 0, 1
"9073", 544, 1790, 2334
"52529", 1, 0, 1
"7053", 593, 2090, 2683
"4713", 1, 1, 2
"39156", 1, 13, 14
"55103", 1, 2, 3
"4867", 1, 1, 2
"34613", 1, 19, 20
"59626", 1, 9, 10
"14057", 1, 42, 43
"38105", 1, 1, 2
"28696", 560, 1646, 2206
"35813", 502, 1445, 1947
"58930", 538, 1550, 2088
"13738", 501, 1443, 1944
"22583", 1, 0, 1
"51556", 379546, 1608, 381154
"3575", 559, 1685, 2244
"15662", 524, 1949, 2473
"2869", 394, 1072, 1466
"47737", 1, 0, 1
"61383", 536, 1763, 2299
"39565", 1, 0, 1
"34739", 557, 1738, 2295
"17456", 1, 7, 8
"10548", 483, 1609, 2092
"59828", 484, 1478, 1962
"11205", 532, 1626, 2158
"25785", 1, 0, 1
"8416", 1, 3, 4
"32934", 1, 4, 5
"30651", 554, 1858, 2412
"3430", 486, 1527, 2013
"13289", 618, 1997, 2615
"51015", 1, 0, 1
"54527", 1, 4, 5
"20525", 1, 3, 4
"17176", 1, 2, 3
"18681", 1, 23, 24
"23261", 1, 3, 4
"18435", 558, 1575, 2133
"20920", 454, 1252, 1706
"13551", 1, 0, 1
"6370", 1, 10, 11
"55820", 478, 1368, 1846
"40462", 562, 1692, 2254
"6941", 520, 1896, 2416
"62248", 1, 0, 1
"54682", 466, 1504, 1970
"22556", 550, 1580, 2130
"63783", 1, 0, 1
"52034", 1, 0, 1
"62226", 1, 11, 12
"17991", 1, 0, 1
"21914", 487, 1463, 1950
"65487", 521, 1565, 2086
"37737", 505, 1733, 2238
"4858", 1, 6, 7
"36855", 519, 1571, 2090
"64445", 443, 1300, 1743
"20872", 436, 1217, 1653
"22089", 1, 1, 2
"60683", 1, 2, 3
"5594", 543, 1596, 2139
"37833", 558, 1874, 2432
"35928", 1, 3, 4
"20686", 1, 0, 1
"60421", 475, 1307, 1782
"33537", 1, 19, 20
"15870", 656, 2327, 2983
"9506", 481, 1528, 2009
"63120", 1, 5, 6
"13322", 638, 2030, 2668
"38624", 1, 0, 1
"32623", 436, 1306, 1742
"2815", 1, 0, 1
"24670", 1, 2, 3
"45079", 585, 1797, 2382
"61080", 1, 0, 1
"1245", 1, 0, 1
"36150", 1, 0, 1
"29357", 1, 24, 25
"21449", 622, 2148, 2770
"8772", 1, 1, 2
"17778", 522, 1685, 2207
"62954", 446, 1297, 1743
"46009", 550, 1773, 2323
"38589", 1, 0, 1
"46458", 383, 1098, 1481
"5562", 533, 1570, 2103
"49313", 1, 0, 1
"54762", 510, 1591, 2101
"43777", 1, 0, 1
"25601", 502, 1416, 1918
"41125", 1, 1, 2
"39901", 435, 1262, 1697
"34378", 1, 8, 9
"4601", 542, 1588, 2130
"34500", 1, 7, 8
"12568", 437676, 1874, 439550
"35156", 435, 1306, 1741
"18101", 1, 2, 3
"24804", 1, 44, 45
"52646", 451, 1327, 1778
"3238", 1, 0, 1
"36214", 557, 2069, 2626
"29871", 1, 4, 5
"41732", 1, 2, 3
"31918", 1, 6, 7
"28182", 532, 1481, 2013
"700", 1, 0, 1
"30801", 1, 8, 9
"22940", 511, 1459, 1970
"27541", 494, 1518, 2012
"42253", 1, 1, 2
"19830", 454, 1245, 1699
"23501", 466, 1411, 1877
"56601", 1, 6, 7
"11670", 608, 2100, 2708
"55179", 426, 1221, 1647
"14315", 638, 2238, 2876
"21978", 515, 1528, 2043
"15961", 1, 11, 12
"33232", 485, 1387, 1872
"18565", 1, 0, 1
"10532", 473, 1584, 2057
"2772", 1, 12, 13
"34410", 1, 9, 10
"38923", 515, 1453, 1968
"9842", 1, 1, 2
"6698", 1, 4, 5
"15130", 1, 1, 2
"42589", 1, 0, 1
"48283", 1, 5, 6
"1208", 1, 1, 2
"26689", 1, 2, 3
"54596", 1, 2, 3
"8704", 670, 2170, 2840
"10263", 1, 0, 1
"44486", 574, 1889, 2463
"32639", 443, 1318, 1761
"56910", 593, 1817, 2410
"6800", 1, 7, 8
"41577", 1, 4, 5
"39340", 594, 2114, 2708
"5434", 473, 1448, 1921
"63948", 518, 1706, 2224
"64509", 474, 1354, 1828
"34835", 613, 1841, 2454
"19610", 1, 5, 6
"43380", 497, 1615, 2112
"40446", 554, 1678, 2232
"44364", 1, 1, 2
"5017", 494, 1463, 1957
"3526", 531, 1627, 2158
"46442", 376, 1083, 1459
"23837", 1, 1, 2
"34532", 1, 5, 6
"11433", 1, 0, 1
"28261", 1, 1, 2
"63263", 1, 0, 1
"61463", 586, 1866, 2452
"16932", 1, 0, 1
"15886", 671, 2357, 3028
"25212", 1, 2, 3
"52010", 1, 9, 10
"61717", 1, 8, 9
"8063", 534, 1713, 2247
"26816", 1, 0, 1
"54185", 445, 1315, 1760
"35586", 1, 1, 2
"20776", 317380, 1325, 318705
"52407", 1, 0, 1
"41937", 515, 1638, 2153
"43572", 615, 1862, 2477
"14065", 1, 23, 24
"2356", 553, 2007, 2560
"41392", 537, 1671, 2208
"17265", 452, 1270, 1722
"30555", 500, 1724, 2224
"39260", 536, 1966, 2502
"3510", 527, 1614, 2141
"2743", 1, 14, 15
"9169", 595, 1933, 2528
"5738", 1, 0, 1
"36823", 505, 1540, 2045
"662", 1, 9, 10
"15854", 645, 2296, 2941
"29456", 1, 14, 15
"3246", 1, 0, 1
"52344", 1, 0, 1
"50257", 631, 2039, 2670
"14101", 1, 130, 131
"59876", 507, 1520, 2027
"46834", 1, 0, 1
"18619", 1, 1, 2
"929", 520, 1476, 1996
"35109", 1, 2, 3
"60043", 1, 0, 1
"60025", 1, 0, 1
"20792", 399, 1155, 1554
"20808", 402, 1167, 1569
"18387", 536, 1526, 2062
"8688", 661, 2150, 2811
"11093", 471, 1502, 1973
"16567", 1, 3, 4
"48984", 1, 5, 6
"30301", 1, 9, 10
"37785", 535, 1812, 2347
"39029", 1, 1, 2
"47067", 549, 1641, 2190
"51764", 551, 1564, 2115
"50065", 515, 1746, 2261
"63736", 1, 3, 4
"5530", 516, 1541, 2057
"22600", 1, 5, 6
"44566", 620, 2003, 2623
"61055", 1, 7, 8
"56097", 1, 1, 2
"64108", 612, 1932, 2544
"10099", 392, 1047, 1439
"52181", 538, 1697, 2235
"41054", 1, 0, 1
"14267", 610, 2160, 2770
"63666", 1, 2, 3
"60687", 1, 0, 1
"42667", 1, 5, 6
"64691", 1, 0, 1
"39096", 1, 2, 3
"56189", 485, 1577, 2062
